author,content
史浩,"一箭舜弦风，向晓来、轻寒初报麦秀。
蝶股歇花须，韶光老，莺声倦闻呼友。
池塘绿暗，数竿粉节天然瘦。
对兹美景，爱清歌妙曲，千锺芳酒。
谁知别是壶中，缭画阁朱栏，烟谷云岫。
三岛十洲东，青霄上，神工幻成岩窦。
瑶台阆苑，翠旌羽葆频相就。
世凡洗断，教乌兔从今，迟迟飞走。"
王之道,"满庭岩桂蔼香风。
人在画堂中。
欲验鲁侯难老，欢声千里攸同。
台分金石，源锺淮水，流庆无穷。
好继汉朝循吏，从兹入拜三公。"
侯置,"凉吹送溪雨，落日散汀鸥。
暮天空阔无际，层绿蛾浮。
上印初辞藩寄，拂袖欣还故里，归骑及中秋。
倚杖饱山阁，回首翠微楼。
一区宅，千里客，旧从游。
甘棠空有馀荫，谁解挽公留。
翰墨文章独步，富贵功名馀事，当代仰风流。
暂蜡登山屐，终作济川舟。"
张元干,"疏雨洗，细风吹。
淡黄时。
不分小亭芳草绿，映檐低。
楼下十二层梯。
日长影里莺啼。
倚遍阑干看尽柳，忆腰肢。"
辛弃疾,"七十古来稀，未为稀有。
须是荣华更长久。
满床靴笏，罗列儿孙新妇。
精神浑是个，西王母。
遥想画堂，两行红袖。
妙舞清歌拥前後。
大男小女，逐个出来为寿。
一个一百岁，一杯酒。"
刘克庄,"绝顶规危榭。
跨高寒、鸟飞不过，云生其下。
斤无声人按堵，翕青红变化。
览城郭、山川如画。
阁老凤楼修造手，笑谈间、突出凌云厦。
台上景，买无价。
唾壶麈尾登临暇。
似当年、滁阳太守，欧阳公也。
倾倒赣江供砚滴，判断雪天月夜。
更唤取、邹枚司马。
铜雀凌歌舞散，访残砖、断甓无存者。
馀翰墨，被风雅。"
张孝祥,"阿谁曾见。
马上墙阴通半面。
玉立娉婷。
一点灵犀寄目成。
明朝重去。
人在横溪溪畔住。
乔木千章。
摇落霜风只断肠。"
王千秋,"夷吾在江左。
罄毡裘俱，笑清边琐。
遗民冀巾裹。
个规模欲继，外人谁可。
一花两果。
晚占熊、材能更夥。
试颁春、便有欢谣，声接月鞍烟。
娑。
已传丹诏，催上文石，□论炙。
橐弓□。
□九域，措安妥。
待缁衣重咏，履封光继，绿野从教昼锁。
问黑头、当日三公，可能似我。"
曹勋,"斜斜整整暗江湾。
蓑笠有无间。
应与君家却暑，冷看白满群山。
想来何处，金炉焰兽，玉酡颜。
好是溪涵寒影，山影一棹人还。"
吴文英,"翠羽飞梁苑。
连催发，暮樯留话江燕。
尘街堕珥，瑶扉乍钥，彩绳双。
新烟暗叶成阴，效翠妩、西陵送远。
又趁得、蕊露天香，春留建章花晚。
归来笑折仙桃，琼楼宴萼，金漏催箭。
兰亭秀语，乌丝润墨，汉宫传玩。
红醉玉天上，倩凤尾、时题画扇。
问几时、重驾巫云，蓬莱路浅。"
赵长卿,"二乔姊妹新妆了。
照水盈盈笑。
多情相约五湖游。
似向群花丛里、骋风流。
丁香枝上千千结。
怨惹相思切。
争如特地嫁薰风。
吐尽芳心点点、绛唇红。"
张抡,"玉宇凉生清禁晓，丹葩色照晴空。
珊瑚敲碎小玲珑。
人间无此种，来自广寒宫。
雕玉阑干深院静，嫣然凝笑西风。
曲屏须占一枝红。
且图醉枕，香到梦魂中。"
仇远,"芍药小纱窗。
唾碧茸长。
粉香犹旧时妆。
玉佩丁东仙步远，好处难忘。
草草赋高唐。
终是荒凉。
凉蟾飞入合欢床。
争得花阴重邂逅，才不思量。"
冯取洽,"禀气之中，具圣之和，生逢令辰。
算三春仲月，方才破二，百年大齐，恰则平分。
立玉林深，散花庵小，中有け然自在身。
诗何似，似苏州闲远，庾府清新。
青鞋布袜乌巾。
试勇往蓉溪一问津。
有心香一瓣，心声一阕，更携阿艾，同寿灵椿。
劫劫长存，生生不息，宁极深根秋又春。
聊添我，作风流二老，岁岁寻盟。"
刘辰翁,"过眼纷纷遥集，来归往往羝儿。
草间塞口裤间啼。
提携都不是，何似未生时。
城上胡笳自怨，楼头画角休吹。
谁人不动故乡思。
江南秋尚可，塞外草先衰。"
刘克庄,"风高浪快。
万里骑蟾背。
曾识娥真体态。
素面元无粉黛。
身游银阙珠宫。
俯看积气。
醉里偶摇桂树，人间唤作凉风。"
张榘,"思昔买臣，怀绶会稽，年犹五旬。
算初无功用，维持国事，但将富贵，夸耀时人。
未若先生，方当强仕，掌握长淮百万军。
难摹写，是擎天拄地，纬武经文。
河滨。
胡马嘶春。
便密运机筹出万全。
拥熊旗指授，鹰扬や啖，毡裘胆落，鼠逸狐奔。
褒诏飞来，威名加盛，从此不须关玉门。
归朝也，看云台画像，金鼎调元。"
卢祖皋,"杜鹃啼老春红，翠阴满眼愁无奈。
飞来何处，凤鸾驭，霞裾云佩。
风槛娇凭，露梢慵，酒浓微退。
念洛阳人去，香魂又返，依然是，风流在。
银烛光摇彩翠。
画堂深、莫辞沈醉。
十年一觉，扬州春梦，离愁似海。
浩态难留，粉香吹散，几时重会。
向尊前笑折，一枝红玉，帽檐斜戴。"
王之道,"灯火熙熙来稚老。
喜逢灯夕都齐到。
花市绮楼随处好。
人竟道。
今年天气常年少。
五马行游还坐笑。
公堂帘卷东风了。
箫鼓喧阗歌舞妙。
人窈窕。
也应引动南窗傲。"
柳永,"如削肌肤红玉莹。
举措有、许多端正。
二年三岁同鸳寝。
表温柔心性。
别後无非良夜永。
如何向、名牵利役，归期未定。
算伊心里，却冤成薄幸。"
周紫芝,"遇坎乘流随分了。
鸡虫得失能多少。
儿辈雌黄堪一笑。
堪一笑。
鹤长凫短从他道。
几度秋风吹梦到。
花姑溪上人空老。
唤取扁舟归去好。
归去好。
孤篷一枕秋江晓。"
张先,"绿水波平花烂漫。
照影红妆，步转垂杨岸。
别後深情将为断。
相逢添得人留恋。
絮软丝轻无系绊。
烟惹风迎，并入春心乱。
和泪语娇声又颤。
行行尽远犹回面。"
晏几道,"庭花香信尚浅。
最玉楼先暖。
梦觉春衾，江南依旧远。
回纹锦字暗翦。
漫寄与、也应归晚。
要问相思，天涯犹自短。"
葛长庚,"锦绣文章，圭璋闻望，碧落侍郎。
昨履声渐近，星辰避次，竹符重剖，湖海生光。
委羽天空，石桥水冷，每为众生时雨滂。
君知否，是民心襦库，吏胆冰霜。
少须召入行。
也不念无人荷紫囊。
有本朝曾旦，移春手段，旧家羲献，补月心肠。
此去三山，却登八座，已准金瓯姓氏香。
还朝处，双凫作对，五马成行。"
张抡,"身世浮沤，利名缰锁。
省来万事都齐可。
寻花时傍碧溪行，看云独倚青松坐。
云片飞飞，花枝朵朵。
光阴且向闲中过。
世间萧散更何人，除非明月清风我。"
仇远,"急雨涨潮头。
越树吴城势拍浮。
海鹤一声苍竹裂，扁舟。
轻载行云压水流。
独倚最高楼。
回首屏山叠叠秋。
江上数峰人不见，沙鸥。
曾识西风独客愁。"
姜夔,"祝寿筵开，画堂深映花如绣。
瑞烟喷兽。
帘幕香风透。
一点台星，化作人间秀。
韶音奏。
两行红袖。
齐劝长生酒。"
刘克庄,"郡人元未识，新太守、定何如。
待说向诸贤，西桥人物，个个清。
相将下车许久，但凝香之乐一些无。
残漏几筹视事，浓油一盏观书。
旁人徒见两轮朱。
玉色未尝腴。
有无穷阴骘，三农衣食，万衲钟鱼。
尔侬迎新送旧，似君侯、清约更谁欤。
欲举一杯寿酒，却愁破费兵厨。"
黄裳,"人在月中宵汉远。
仙槎乘得秋风便。
寒信已归砧上练。
衣未翦。
疏窗空引相思怨。
须信婵娟尤有恋。
轻飞叶上清光转。
寒菊枝头笼婉娈。
人初宴。
新妆更学铅华浅。"
刘克庄,"岁暮天寒，一剑飘然，幅巾布裘。
尽缘云鸟道，跻攀绝顶，拍天鲸浸，笑傲中流。
畴昔奇君，紫髯铁面，生子当如孙仲谋。
争知道，向中年犹未，建节封侯。
南来万里何求。
因感慨桥公成远游。
叹名姬骏马，都成昨梦，只鸡斗酒，谁吊新丘。
天地无情，功名有命，千古英雄只麽休。
平生客，独羊昙一个，洒泪西州。"
蒋捷,"清逼池亭，润侵山阁，雪气凝聚。
未有蝉前，已无蝶後，花事随逝水。
西园支径，今朝重到，半碍醉筇吟袂。
除非是、莺身瘦小，暗中引雏穿去。
梅檐溜滴，风来吹断，放得斜阳一缕。
玉子敲枰，香绡落翦，声度深几许。
层层离恨，凄迷如此，点破谩烦轻絮。
应难认、争春旧馆，倚红杏处。"
魏了翁,"那复有。
气味於春酒。
犹向故乡怀印绶。
相过何日又。
吐出心肠锦绣。
问我阿娘依旧。
娘亦祝君如柏寿。
相看霜雪後。"
沈蔚,"回首芜城旧苑。
还是绿深红浅。
春意已无多，斜日满帘飞燕。
不见。
不见。
花上雨来风转。"
刘仙伦,"昨长庚入梦，昴宿呈祥，岳神锺秀。
降产英贤，信道由天佑。
荚飞三，九秋将暮，遇称觞时候。
香沈檀，曲调金缕，满斟春酒。
试纪绛年，六身二首，甲子方延，才经八九。
款醉蓬莱，寿与天长久。
桂子青春，兰孙方茂，谅箕裘方绍。
折桂来秋，成名指日，家毡复旧。"
吕渭老,"蝉带残声移别树。
晚凉房户。
秋风有意染黄花，下几点、凄凉雨。
渺渺双鸿飞去。
乱云深处。
一山红叶为谁愁，供不尽、相思句。"
陈人杰,"太岁茫茫，犹有归时，我胡不归。
为桂枝关约，十年阙下，梅花梦想，半夜天涯。
婪尾三杯，胶牙一标，节物依然心事非。
长安市，只喧喧箫鼓，催老男儿。
篝灯自理征衣。
正历乱愁肠千万丝。
想椒盘寂寞，空传旧颂，桃符冷落，谁撰新诗。
世事乾忙，人生寡遂，何限春风抛路歧。
身安处，且开眉一笑，何以家为。"
苏轼,"碧山影里小红旗。
侬是江南踏浪儿。
拍手欲嘲山简醉，齐声争唱浪婆词。
西兴渡口帆初落，渔浦山头日未。
侬欲送潮歌底曲，尊前还唱使君诗。"
葛郯,"年来衰懒，渐无心赏遍，目前佳趣。
寂寂墙阴春荠老，不到先生鼎俎。
诗卷寻医，禅林结局，酒入昏田务。
山头云气，为谁来往朝暮。
犹有筇杖多情，扪萝踏石，堕半岩花雨。
更向葭业摇短艇，惊起飞鸿烟渚。
横玉凄清，焦桐古淡，一笑忘千虑。
更阑人静，此声今在何处。"
周邦彦,"秀色芳容明眸，就中奇绝。
细看艳波欲溜，最可惜微重，红绡轻帖。
匀朱傅粉，几为严妆时睫。
因个甚、底死嗔人，半饷斜眄费贴燮。
斗帐里、浓欢意惬。
带困眼、似开微合。
曾倚高楼望远，似指笑频，知他谁说。
那日分飞，泪雨纵横光映颊。
香罗，恐揉损，与他衫袖。"
张炎,"倚危楼、一笛翠屏空，万里见天心。
度野光清峭，晴峰涌日，冷石生云。
帘卷小亭虚院，无地不花阴。
径曲知何处，春水泠泠。
啸傲柴桑影里，且怡颜莫问，谁古谁今。
任燕留鸥住，聊复慰幽情。
爱吾庐、点尘难到，好林泉、都付与闲人。
还知否，元来卜隐，不在山深。"
晁补之,"花恨月恼。
更夏有凉风，冬轩雪皎。
闲事不关心，算四时皆好。
从来又说，春台登览，人意多同，常是惜、春过了。
须痛饮，莫放欢情草草。
年少。
尚忆瑶阶，得隽寻芳，骖东城，适见垂鞭，南陌，又逢低帽。
莺花荡眼，功名满意，无限嬉游，荣华事、如梦杳。
伤富贵浮云，曾萦怀抱。
为春醉倒。
愿花更好。
春休老。
开口笑。
占醉乡、莫教人到。"
刘埙,"江村烟雨暗萧萧。
涨寒潮。
送春桡。
目断京尘，何日听鸾箫。
金雀觚棱千里外，指天际，碧云深，魂欲飘。
薰炉炷愁烟尽销。
酒孤斟、谁与招。
满怀情思，任吟笺、赋笔难描。
惆怅山风、吹梦老秋宵。
绿漾湖心波影阔，终待到，借垂杨、月半桥。"
张孝祥,"天一角。
南枝向我情如昨。
情如昨。
水寒烟淡，雾轻云薄。
吹花嚼蕊愁无托。
年华冉冉惊离索。
惊离索。
倩春留住，莫教摇落。"
贺铸,"山缭平湖，寒飙扬、六英粉泊。
清镜晓、倚岩琪树，挠云朱阁。
窈窕缯窗褰翠募，尊前浩齿歌梅落。
信醉乡、绝境待名流，供行乐。
时易失，今犹昨。
欢莫再，情何薄。
扁舟幸不系，会寻佳约。
想见徘徊华表下，个身似是辽东鹤。
访旧游、人与物俱非，空城郭。"
韩玉,"柳阴亭院杏梢长。
依约巫阳。
凤箫已远秦楼在，水沈烟暖馀香。
临镜舞鸾窥沼，倚筝飞雁辞行。
醉边人去自凄凉。
泪眼愁肠。
断云残雨当年事，到而今、好处难忘。
两袖晓风花陌，一帘夜雨兰堂。"
葛郯,"红叶飞时，青山缺处，云横秋影斜阳。
凤凰旌节，何事到吾乡。
要见大江东去，寒光静、水与天长。
人争看，恩袍焕锦，新惹御炉香。
满城，夸盛事，两邦鼓吹，几部笙簧。
看万红千翠，簇拥云裳。
况是重阳近也，萸露紫、菊吐轻黄。
休辞醉，明朝一枕，歌韵尚悠扬。"
卢祖皋,"小阁腾腾人似醉。
鸣阶簌簌霜林坠。
起向楼头看雪意。
云犹未。
雁声一片江风起。
官里从容何日是。
偷闲著便寻幽事。
见说小桥清浅水。
梅欲蕊。
吟边陡觉添风味。"
李曾伯,"明日生初，还知否、明年六十。
嗟老矣、满头都缟，寸心犹赤。
三十载间尘土债，几千里外风涛役。
赖君天、许放故山归，恩无极。
出而作，入而息。
美可茹，鲜可食。
任浩书空咄，禹笑人寂。
断国谋王非我事，抱孙弄子聊吾适。
且从今、时复一中之，杯中物。"
杨泽民,"层层楼阁薰风暖。
花里香苞短。
清芬不逐火云消。
看了一重姿媚、一重娇。
几回池上寻芳径。
惊见波中影。
似将千叶再苞封。
肠断昭阳一笑、付飞鸿。"
王质,"一轮明月，古人心万年，更寸心存。
沧海化为黄土，心不成尘。
杳杳兴亡成败，满乾坤、未见知音。
抚阑干、欲唤英魂，沈沈又没人应。
无聊枕搔首，梦庐中坛上，一似平生。
共挽长江为酒，相对同倾。
不觉霜风敲竹，睡觉来、海与愁深。
拂袖去，塞北河西，红尘陌上寻人。"
周邦彦,"蕙风初散轻暖，霁景微澄洁。
秀蕊乍开乍敛，带雨态烟痕，春思纡结。
危弦弄响，来去惊人莺语滑。
无赖处，丽日楼台，乱纷歧路思奇绝。
何计解，黏花系月。
叹冷落、顿辜佳节。
犹有当时气味，挂一缕相思，不断如发。
云飞帝国，人在天边心暗折。
语东风，共流转，谩作匆匆别。"
周密,"瑞云盘翠侵妆额。
眉柳嫩、不禁愁积。
返魂谁染东风笔。
写出郢中春色。
人去後、垂杨自碧。
歌舞梦、欲寻无迹。
愁随两桨江南北。
日暮石城风急。"
刘克庄,"繁灯夺霁华。
戏鼓侵明发。
物色旧时同，情味中年别。
浅画镜中眉，深拜楼西月。
人散市声收，渐入愁时节。"
李曾伯,"千古襄阳，天岂肯、付之荆棘。
宸算定、图回三载，一新坚壁。
狼吻不甘春哨衄，马蹄又踏寒滩入。
向下洲、一鼓扫群胡，三军力。
连帅是，并州绩。
宾佐有，雍丘逖。
赖阴人成事，同心却敌。
见说陈尸三十里，投鞍委甲如山积。
待老臣、为作岘樊铭，诸石。"
辛弃疾,"占断雕栏只一株。
春风费尽几工夫。
天香夜染衣犹湿，国色朝酣酒未苏。
娇欲语，巧相扶。
不妨老干自扶疏。
恰如翠幕高堂上，来看红衫百子图。"
洪适,"云拂山腰过，风吹雨点来。
田园好处有池台。
记著相逢时节、海棠开。
蝴蝶那无梦，鸳鸯亦有媒。
藏钩解佩两三杯。
明日水边沙际、首空回。"
